state,county,hospitals,coverage,avg_score,state_name,population,poverty,percent,poverty_percent,original_county,fit,lwr,upr,result
TN,FENTRESS,1.0,18.0,15.0,tennessee,17862,4956.0,28.1,0.3,Fentress County,1.0,-1.0,3.0,In Range
TN,FRANKLIN,1.0,41.0,18.0,tennessee,41378,6493.0,16.5,0.2,Franklin County,1.0,-1.0,3.0,In Range
TN,GIBSON,1.0,50.0,19.0,tennessee,49501,9425.0,19.5,0.2,Gibson County,1.0,-1.0,3.0,In Range
TN,GILES,1.0,29.0,7.0,tennessee,28811,4749.0,16.9,0.2,Giles County,1.0,-1.0,3.0,In Range
TN,GRAINGER,0.0,0.0,NA,tennessee,22815,4954.0,21.9,0.2,Grainger County,1.0,-1.0,3.0,In Range
TN,GREENE,2.0,34.0,33.0,tennessee,68413,11768.0,17.7,0.2,Greene County,1.0,-1.0,3.0,In Range
TN,GRUNDY,0.0,0.0,NA,tennessee,13444,3442.0,26.1,0.3,Grundy County,1.0,-1.0,3.0,In Range
TN,HAMBLEN,2.0,31.0,30.0,tennessee,62994,14496.0,23.4,0.2,Hamblen County,1.0,-1.0,3.0,In Range
TN,HAMILTON,3.0,117.0,20.0,tennessee,350800,54383.0,15.9,0.2,Hamilton County,3.0,1.0,5.0,In Range
TN,HANCOCK,1.0,7.0,NA,tennessee,6619,1915.0,29.5,0.3,Hancock County,1.0,-1.0,3.0,In Range
TN,HARDEMAN,1.0,26.0,30.0,tennessee,25941,5595.0,25.3,0.2,Hardeman County,1.0,-1.0,3.0,In Range
TN,HARDIN,1.0,26.0,18.0,tennessee,25843,5536.0,21.7,0.2,Hardin County,1.0,-1.0,3.0,In Range
TN,HAWKINS,1.0,57.0,15.0,tennessee,56558,10987.0,19.6,0.2,Hawkins County,1.0,-1.0,3.0,In Range
TN,HAYWOOD,0.0,0.0,NA,tennessee,18196,4428.0,24.7,0.2,Haywood County,1.0,-1.0,3.0,In Range
TN,HENDERSON,1.0,28.0,13.0,tennessee,28017,5297.0,19.1,0.2,Henderson County,1.0,-1.0,3.0,In Range
TN,HENRY,1.0,32.0,33.0,tennessee,32261,6477.0,20.5,0.2,Henry County,1.0,-1.0,3.0,In Range
TN,HICKMAN,1.0,24.0,NA,tennessee,24388,4596.0,20.2,0.2,Hickman County,1.0,-1.0,3.0,In Range
TN,HOUSTON,1.0,8.0,27.0,tennessee,8258,1547.0,19.1,0.2,Houston County,1.0,-1.0,3.0,In Range
TN,HUMPHREYS,1.0,18.0,22.0,tennessee,18128,3143.0,17.6,0.2,Humphreys County,1.0,-1.0,3.0,In Range
TN,JACKSON,0.0,0.0,NA,tennessee,11478,2649.0,23.4,0.2,Jackson County,1.0,-1.0,3.0,In Range
TN,JEFFERSON,1.0,53.0,30.0,tennessee,52680,9061.0,17.8,0.2,Jefferson County,1.0,-1.0,3.0,In Range
TN,JOHNSON,1.0,18.0,7.0,tennessee,17917,4231.0,26.4,0.2,Johnson County,1.0,-1.0,3.0,In Range
TN,KNOX,5.0,90.0,NA,tennessee,448617,77218.0,17.7,0.2,Knox County,4.0,2.0,6.0,In Range
TN,LAKE,0.0,0.0,NA,tennessee,7664,2141.0,41.9,0.3,Lake County,1.0,-1.0,3.0,In Range
TN,LAUDERDALE,1.0,27.0,32.0,tennessee,27335,6102.0,24.8,0.2,Lauderdale County,1.0,-1.0,3.0,In Range
TN,LAWRENCE,1.0,42.0,10.0,tennessee,42323,9080.0,21.8,0.2,Lawrence County,1.0,-1.0,3.0,In Range
TN,LEWIS,0.0,0.0,NA,tennessee,11872,2377.0,20.3,0.2,Lewis County,1.0,-1.0,3.0,In Range
TN,LINCOLN,1.0,34.0,20.0,tennessee,33589,5495.0,16.5,0.2,Lincoln County,1.0,-1.0,3.0,In Range
TN,LOUDON,1.0,51.0,35.0,tennessee,50722,6802.0,13.6,0.1,Loudon County,1.0,-1.0,3.0,In Range
TN,MCMINN,1.0,53.0,15.0,tennessee,52684,8943.0,17.4,0.2,McMinn County,1.0,-1.0,3.0,In Range
TN,MCNAIRY,1.0,26.0,15.0,tennessee,26149,6060.0,23.5,0.2,McNairy County,1.0,-1.0,3.0,In Range
TN,MACON,1.0,23.0,29.0,tennessee,23012,4373.0,19.3,0.2,Macon County,1.0,-1.0,3.0,In Range
TN,MADISON,2.0,49.0,29.0,tennessee,98089,19635.0,20.9,0.2,Madison County,1.0,-1.0,3.0,In Range
TN,MARION,0.0,0.0,NA,tennessee,28396,5779.0,20.6,0.2,Marion County,1.0,-1.0,3.0,In Range
TN,MARSHALL,1.0,31.0,24.0,tennessee,31301,4787.0,15.5,0.2,Marshall County,1.0,-1.0,3.0,In Range
TN,MAURY,1.0,86.0,17.0,tennessee,85598,13026.0,15.5,0.2,Maury County,1.0,-1.0,3.0,In Range
TN,MEIGS,0.0,0.0,NA,tennessee,11724,2400.0,20.8,0.2,Meigs County,1.0,-1.0,3.0,In Range
TN,MONROE,1.0,45.0,35.0,tennessee,45386,9181.0,20.6,0.2,Monroe County,1.0,-1.0,3.0,In Range
TN,MONTGOMERY,1.0,190.0,28.0,tennessee,189795,25803.0,13.9,0.1,Montgomery County,2.0,0.0,4.0,In Range
TN,MOORE,0.0,0.0,NA,tennessee,6336,774.0,12.5,0.1,Moore County,1.0,-1.0,3.0,In Range
TN,MORGAN,0.0,0.0,NA,tennessee,21757,4492.0,23.4,0.2,Morgan County,1.0,-1.0,3.0,In Range
TN,OBION,1.0,31.0,29.0,tennessee,30884,6348.0,20.8,0.2,Obion County,1.0,-1.0,3.0,In Range
TN,OVERTON,1.0,22.0,7.0,tennessee,21981,4097.0,18.9,0.2,Overton County,1.0,-1.0,3.0,In Range
TN,PERRY,1.0,8.0,20.0,tennessee,7843,1813.0,23.6,0.2,Perry County,1.0,-1.0,3.0,In Range
TN,PICKETT,0.0,0.0,NA,tennessee,5084,968.0,19.2,0.2,Pickett County,1.0,-1.0,3.0,In Range
TN,POLK,1.0,17.0,NA,tennessee,16711,3331.0,20.3,0.2,Polk County,1.0,-1.0,3.0,In Range
TN,PUTNAM,1.0,74.0,29.0,tennessee,74467,14844.0,20.8,0.2,Putnam County,1.0,-1.0,3.0,In Range
TN,RHEA,1.0,33.0,31.0,tennessee,32652,6954.0,22.0,0.2,Rhea County,1.0,-1.0,3.0,In Range
TN,ROANE,1.0,53.0,34.0,tennessee,52756,9418.0,18.0,0.2,Roane County,1.0,-1.0,3.0,In Range
TN,ROBERTSON,1.0,68.0,14.0,tennessee,67983,8976.0,13.4,0.1,Robertson County,1.0,-1.0,3.0,In Range
TN,RUTHERFORD,3.0,96.0,NA,tennessee,289147,41601.0,14.7,0.1,Rutherford County,3.0,1.0,5.0,In Range
TN,SCOTT,1.0,22.0,49.0,tennessee,21994,5298.0,24.5,0.2,Scott County,1.0,-1.0,3.0,In Range
TN,SEQUATCHIE,0.0,0.0,NA,tennessee,14778,2699.0,18.7,0.2,Sequatchie County,1.0,-1.0,3.0,In Range
TN,SEVIER,0.0,0.0,NA,tennessee,94889,16582.0,17.7,0.2,Sevier County,1.0,-1.0,3.0,In Range
TN,SHELBY,8.0,117.0,NA,tennessee,938405,211505.0,23.0,0.2,Shelby County,8.0,6.0,10.0,In Range
TN,SMITH,1.0,19.0,5.0,tennessee,19040,2813.0,15.0,0.1,Smith County,1.0,-1.0,3.0,In Range
TN,STEWART,0.0,0.0,NA,tennessee,13268,2296.0,17.5,0.2,Stewart County,1.0,-1.0,3.0,In Range
TN,SULLIVAN,3.0,52.0,23.666666666666668,tennessee,156803,28608.0,18.5,0.2,Sullivan County,2.0,-0.0,4.0,In Range
TN,SUMNER,2.0,86.0,8.0,tennessee,172870,19349.0,11.3,0.1,Sumner County,2.0,-0.0,4.0,In Range
TN,TIPTON,1.0,62.0,35.0,tennessee,61812,9296.0,15.4,0.2,Tipton County,1.0,-1.0,3.0,In Range
TN,TROUSDALE,1.0,8.0,NA,tennessee,8002,1374.0,17.5,0.2,Trousdale County,1.0,-1.0,3.0,In Range
TN,UNICOI,1.0,18.0,22.0,tennessee,17928,3541.0,20.1,0.2,Unicoi County,1.0,-1.0,3.0,In Range
TN,UNION,0.0,0.0,NA,tennessee,18984,4266.0,22.6,0.2,Union County,1.0,-1.0,3.0,In Range
TN,VANBUREN,0.0,0.0,NA,tennessee,5611,1137.0,20.6,0.2,Van Buren County,1.0,-1.0,3.0,In Range
TN,WARREN,1.0,40.0,19.0,tennessee,40038,7468.0,19.0,0.2,Warren County,1.0,-1.0,3.0,In Range
TN,WASHINGTON,2.0,63.0,16.5,tennessee,125862,20388.0,16.7,0.2,Washington County,2.0,-0.0,4.0,In Range
TN,WAYNE,1.0,17.0,14.0,tennessee,16842,3430.0,23.3,0.2,Wayne County,1.0,-1.0,3.0,In Range
TN,WEAKLEY,1.0,34.0,24.0,tennessee,34142,6893.0,21.5,0.2,Weakley County,1.0,-1.0,3.0,In Range
TN,WHITE,1.0,26.0,21.0,tennessee,26350,5652.0,21.9,0.2,White County,1.0,-1.0,3.0,In Range
TN,WILLIAMSON,1.0,205.0,24.0,tennessee,205334,11420.0,5.6,0.1,Williamson County,2.0,0.0,4.0,In Range
TN,WILSON,1.0,125.0,23.0,tennessee,125418,12458.0,10.1,0.1,Wilson County,2.0,-0.0,4.0,In Range
TX,ANDERSON,1.0,58.0,14.0,texas,57742,8970.0,20.4,0.2,Anderson County,1.0,-1.0,3.0,In Range
TX,ANDREWS,1.0,17.0,31.0,texas,17457,1858.0,10.7,0.1,Andrews County,1.0,-1.0,3.0,In Range
TX,ANGELINA,2.0,44.0,41.5,texas,87875,15136.0,17.9,0.2,Angelina County,1.0,-1.0,3.0,In Range
TX,ARANSAS,0.0,0.0,NA,texas,24933,4280.0,17.5,0.2,Aransas County,1.0,-1.0,3.0,In Range
TX,ARCHER,0.0,0.0,NA,texas,8808,822.0,9.4,0.1,Archer County,1.0,-1.0,3.0,In Range
TX,ARMSTRONG,0.0,0.0,NA,texas,1948,208.0,11.0,0.1,Armstrong County,1.0,-1.0,3.0,In Range
TX,ATASCOSA,1.0,48.0,18.0,texas,47812,7988.0,16.9,0.2,Atascosa County,1.0,-1.0,3.0,In Range
TX,AUSTIN,1.0,29.0,12.0,texas,28994,3243.0,11.2,0.1,Austin County,1.0,-1.0,3.0,In Range
TX,BAILEY,1.0,7.0,NA,texas,6960,1348.0,19.9,0.2,Bailey County,1.0,-1.0,3.0,In Range
TX,BANDERA,0.0,0.0,NA,texas,20916,2782.0,13.5,0.1,Bandera County,1.0,-1.0,3.0,In Range
TX,BASTROP,1.0,78.0,25.0,texas,78148,11069.0,14.7,0.1,Bastrop County,1.0,-1.0,3.0,In Range
TX,BAYLOR,1.0,4.0,25.0,texas,3586,643.0,18.3,0.2,Baylor County,1.0,-1.0,3.0,In Range
TX,BEE,1.0,33.0,16.0,texas,32911,6261.0,24.9,0.2,Bee County,1.0,-1.0,3.0,In Range
TX,BELL,3.0,110.0,41.666666666666664,texas,329394,45622.0,14.2,0.1,Bell County,3.0,1.0,5.0,In Range
TX,BEXAR,13.0,143.0,NA,texas,1860274,331898.0,18.3,0.2,Bexar County,15.0,13.0,17.0,In Range
TX,BLANCO,0.0,0.0,NA,texas,10798,1283.0,12.0,0.1,Blanco County,1.0,-1.0,3.0,In Range
TX,BORDEN,0.0,0.0,NA,texas,654,67.0,10.3,0.1,Borden County,1.0,-1.0,3.0,In Range
TX,BOSQUE,1.0,18.0,NA,texas,17734,2616.0,15.0,0.1,Bosque County,1.0,-1.0,3.0,In Range
TX,BOWIE,2.0,47.0,27.5,texas,93298,17526.0,20.1,0.2,Bowie County,1.0,-1.0,3.0,In Range
TX,BRAZORIA,3.0,113.0,NA,texas,338176,32543.0,9.9,0.1,Brazoria County,3.0,1.0,5.0,In Range
TX,BRAZOS,4.0,52.0,17.75,texas,209201,51540.0,26.4,0.2,Brazos County,2.0,0.0,4.0,In Range
TX,BREWSTER,1.0,9.0,18.0,texas,9148,1262.0,13.8,0.1,Brewster County,1.0,-1.0,3.0,In Range
TX,BRISCOE,0.0,0.0,NA,texas,1535,256.0,16.7,0.2,Briscoe County,1.0,-1.0,3.0,In Range
TX,BROOKS,0.0,0.0,NA,texas,7242,2305.0,32.4,0.3,Brooks County,1.0,-1.0,3.0,In Range
TX,BROWN,1.0,38.0,13.0,texas,37625,6285.0,17.5,0.2,Brown County,1.0,-1.0,3.0,In Range
TX,BURLESON,1.0,17.0,NA,texas,17270,2752.0,16.2,0.2,Burleson County,1.0,-1.0,3.0,In Range
TX,BURNET,2.0,22.0,NA,texas,44441,6028.0,14.0,0.1,Burnet County,1.0,-1.0,3.0,In Range
TX,CALDWELL,1.0,40.0,18.0,texas,39797,6099.0,16.0,0.2,Caldwell County,1.0,-1.0,3.0,In Range
TX,CALHOUN,1.0,22.0,10.0,texas,21791,3740.0,17.3,0.2,Calhoun County,1.0,-1.0,3.0,In Range
TX,CALLAHAN,0.0,0.0,NA,texas,13520,2177.0,16.3,0.2,Callahan County,1.0,-1.0,3.0,In Range
TX,CAMERON,4.0,105.0,35.5,texas,420400,143568.0,34.5,0.3,Cameron County,4.0,2.0,6.0,In Range
TX,CAMP,1.0,13.0,NA,texas,12617,2991.0,23.9,0.2,Camp County,1.0,-1.0,3.0,In Range
TX,CARSON,0.0,0.0,NA,texas,6007,513.0,8.6,0.1,Carson County,1.0,-1.0,3.0,In Range
TX,CASS,0.0,0.0,NA,texas,30274,5707.0,19.1,0.2,Cass County,1.0,-1.0,3.0,In Range
TX,CASTRO,1.0,8.0,6.0,texas,7805,1489.0,19.4,0.2,Castro County,1.0,-1.0,3.0,In Range
TX,CHAMBERS,2.0,19.0,NA,texas,38132,4036.0,10.7,0.1,Chambers County,1.0,-1.0,3.0,In Range
TX,CHEROKEE,2.0,26.0,NA,texas,51052,9635.0,20.1,0.2,Cherokee County,1.0,-1.0,3.0,In Range
TX,CHILDRESS,1.0,7.0,29.0,texas,7065,1235.0,22.0,0.2,Childress County,1.0,-1.0,3.0,In Range
TX,CLAY,1.0,10.0,NA,texas,10381,1382.0,13.5,0.1,Clay County,1.0,-1.0,3.0,In Range
TX,COCHRAN,1.0,3.0,NA,texas,2923,596.0,20.7,0.2,Cochran County,1.0,-1.0,3.0,In Range
TX,COKE,0.0,0.0,NA,texas,3242,477.0,14.9,0.1,Coke County,1.0,-1.0,3.0,In Range
TX,COLEMAN,1.0,8.0,NA,texas,8413,1884.0,22.6,0.2,Coleman County,1.0,-1.0,3.0,In Range
TX,COLLIN,13.0,68.0,NA,texas,886052,62032.0,7.0,0.1,Collin County,7.0,5.0,10.0,Over
TX,COLLINGSWORTH,1.0,3.0,22.0,texas,3024,572.0,19.3,0.2,Collingsworth County,1.0,-1.0,3.0,In Range
TX,COLORADO,2.0,10.0,NA,texas,20675,3258.0,16.0,0.2,Colorado County,1.0,-1.0,3.0,In Range
TX,COMAL,1.0,123.0,12.0,texas,123439,11248.0,9.2,0.1,Comal County,2.0,-0.0,4.0,In Range
TX,COMANCHE,1.0,14.0,NA,texas,13502,2625.0,19.7,0.2,Comanche County,1.0,-1.0,3.0,In Range
TX,CONCHO,1.0,4.0,NA,texas,4045,640.0,26.5,0.2,Concho County,1.0,-1.0,3.0,In Range
TX,COOKE,2.0,19.0,NA,texas,38828,5806.0,15.3,0.1,Cooke County,1.0,-1.0,3.0,In Range
TX,CORYELL,1.0,76.0,50.0,texas,75507,9493.0,14.8,0.1,Coryell County,1.0,-1.0,3.0,In Range
TX,COTTLE,0.0,0.0,NA,texas,1427,295.0,20.9,0.2,Cottle County,1.0,-1.0,3.0,In Range
TX,CRANE,1.0,5.0,18.0,texas,4927,459.0,9.5,0.1,Crane County,1.0,-1.0,3.0,In Range
TX,CROCKETT,0.0,0.0,NA,texas,3781,513.0,13.7,0.1,Crockett County,1.0,-1.0,3.0,In Range
TX,CROSBY,1.0,6.0,NA,texas,5888,1400.0,24.1,0.2,Crosby County,1.0,-1.0,3.0,In Range
TX,CULBERSON,1.0,2.0,NA,texas,2266,556.0,24.7,0.2,Culberson County,1.0,-1.0,3.0,In Range
TX,DALLAM,1.0,7.0,NA,texas,7108,877.0,12.4,0.1,Dallam County,1.0,-1.0,3.0,In Range
TX,DALLAS,29.0,87.0,NA,texas,2519625,480160.0,19.3,0.2,Dallas County,20.0,18.0,22.0,Over
TX,DAWSON,1.0,14.0,39.0,texas,13505,2357.0,20.2,0.2,Dawson County,1.0,-1.0,3.0,In Range
TX,DEAFSMITH,1.0,19.0,32.0,texas,19201,3631.0,19.2,0.2,Deaf Smith County,1.0,-1.0,3.0,In Range
TX,DELTA,0.0,0.0,NA,texas,5218,1029.0,20.0,0.2,Delta County,1.0,-1.0,3.0,In Range
TX,DENTON,9.0,84.0,NA,texas,754792,64947.0,8.7,0.1,Denton County,6.0,4.0,9.0,In Range
TX,DEWITT,2.0,10.0,NA,texas,20668,3391.0,18.0,0.2,DeWitt County,1.0,-1.0,3.0,In Range
TX,DICKENS,0.0,0.0,NA,texas,2205,418.0,22.1,0.2,Dickens County,1.0,-1.0,3.0,In Range
TX,DIMMIT,1.0,11.0,11.0,texas,10995,2739.0,25.0,0.2,Dimmit County,1.0,-1.0,3.0,In Range
TX,DONLEY,0.0,0.0,NA,texas,3522,629.0,19.4,0.2,Donley County,1.0,-1.0,3.0,In Range
TX,DUVAL,0.0,0.0,NA,texas,11519,2841.0,26.0,0.2,Duval County,1.0,-1.0,3.0,In Range
TX,EASTLAND,1.0,18.0,32.0,texas,18230,3441.0,19.9,0.2,Eastland County,1.0,-1.0,3.0,In Range
TX,ECTOR,3.0,51.0,NA,texas,154399,19461.0,12.8,0.1,Ector County,2.0,-0.0,4.0,In Range
TX,EDWARDS,0.0,0.0,NA,texas,1879,422.0,22.5,0.2,Edwards County,1.0,-1.0,3.0,In Range
TX,ELLIS,2.0,80.0,15.5,texas,159365,17299.0,11.0,0.1,Ellis County,2.0,-0.0,4.0,In Range
TX,ELPASO,8.0,104.0,NA,texas,835545,190846.0,23.4,0.2,El Paso County,7.0,5.0,9.0,In Range
TX,ERATH,1.0,41.0,28.0,texas,40617,8049.0,21.8,0.2,Erath County,1.0,-1.0,3.0,In Range
TX,FALLS,1.0,17.0,30.0,texas,17176,3589.0,23.7,0.2,Falls County,1.0,-1.0,3.0,In Range
TX,FANNIN,1.0,34.0,NA,texas,33776,5267.0,17.1,0.2,Fannin County,1.0,-1.0,3.0,In Range
TX,FAYETTE,1.0,25.0,28.0,texas,24870,2663.0,10.9,0.1,Fayette County,1.0,-1.0,3.0,In Range
TX,FISHER,1.0,4.0,NA,texas,3828,589.0,15.4,0.2,Fisher County,1.0,-1.0,3.0,In Range
TX,FLOYD,1.0,6.0,NA,texas,5972,1400.0,23.7,0.2,Floyd County,1.0,-1.0,3.0,In Range
TX,FOARD,0.0,0.0,NA,texas,1268,215.0,17.3,0.2,Foard County,1.0,-1.0,3.0,In Range
TX,FORTBEND,6.0,114.0,16.833333333333332,texas,686650,59839.0,8.8,0.1,Fort Bend County,6.0,4.0,8.0,In Range
TX,FRANKLIN,0.0,0.0,NA,texas,10593,1723.0,16.4,0.2,Franklin County,1.0,-1.0,3.0,In Range
TX,FREESTONE,1.0,20.0,19.0,texas,19647,3029.0,16.7,0.2,Freestone County,1.0,-1.0,3.0,In Range
TX,FRIO,2.0,9.0,16.0,texas,18577,3940.0,26.0,0.2,Frio County,1.0,-1.0,3.0,In Range
TX,GAINES,1.0,19.0,NA,texas,19279,2710.0,14.0,0.1,Gaines County,1.0,-1.0,3.0,In Range
TX,GALVESTON,2.0,157.0,NA,texas,314283,44194.0,14.3,0.1,Galveston County,3.0,1.0,5.0,In Range
TX,GARZA,0.0,0.0,NA,texas,6445,1205.0,28.0,0.2,Garza County,1.0,-1.0,3.0,In Range
TX,GILLESPIE,1.0,26.0,22.0,texas,25509,3137.0,12.5,0.1,Gillespie County,1.0,-1.0,3.0,In Range
TX,GLASSCOCK,0.0,0.0,NA,texas,1291,111.0,8.6,0.1,Glasscock County,1.0,-1.0,3.0,In Range
TX,GOLIAD,0.0,0.0,NA,texas,7507,1135.0,15.3,0.2,Goliad County,1.0,-1.0,3.0,In Range
TX,GONZALES,1.0,20.0,29.0,texas,20413,3684.0,18.3,0.2,Gonzales County,1.0,-1.0,3.0,In Range
TX,GRAY,1.0,23.0,29.0,texas,23419,3028.0,14.2,0.1,Gray County,1.0,-1.0,3.0,In Range
TX,GRAYSON,3.0,41.0,24.666666666666668,texas,123419,18475.0,15.3,0.1,Grayson County,2.0,-0.0,4.0,In Range
TX,GREGG,3.0,41.0,NA,texas,123159,21713.0,18.2,0.2,Gregg County,2.0,-0.0,4.0,In Range
TX,GRIMES,1.0,27.0,NA,texas,27069,4490.0,18.6,0.2,Grimes County,1.0,-1.0,3.0,In Range
TX,GUADALUPE,1.0,147.0,23.0,texas,147272,15074.0,10.4,0.1,Guadalupe County,2.0,-0.0,4.0,In Range
TX,HALE,1.0,35.0,26.0,texas,34602,7604.0,24.0,0.2,Hale County,1.0,-1.0,3.0,In Range
TX,HALL,0.0,0.0,NA,texas,3105,759.0,24.5,0.2,Hall County,1.0,-1.0,3.0,In Range
TX,HAMILTON,1.0,8.0,24.0,texas,8190,1298.0,16.2,0.2,Hamilton County,1.0,-1.0,3.0,In Range
TX,HANSFORD,1.0,6.0,14.0,texas,5537,688.0,12.7,0.1,Hansford County,1.0,-1.0,3.0,In Range
TX,HARDEMAN,2.0,2.0,NA,texas,3934,731.0,18.7,0.2,Hardeman County,1.0,-1.0,3.0,In Range
TX,HARDIN,0.0,0.0,NA,texas,55540,7106.0,12.9,0.1,Hardin County,1.0,-1.0,3.0,In Range
TX,HARRIS,40.0,111.0,NA,texas,4447577,759184.0,17.3,0.2,Harris County,35.0,33.0,37.0,Over
TX,HARRISON,1.0,66.0,19.0,texas,66471,11071.0,17.1,0.2,Harrison County,1.0,-1.0,3.0,In Range
TX,HARTLEY,0.0,0.0,NA,texas,6119,487.0,10.5,0.1,Hartley County,1.0,-1.0,3.0,In Range
TX,HASKELL,1.0,6.0,NA,texas,5767,1310.0,25.1,0.2,Haskell County,1.0,-1.0,3.0,In Range
TX,HAYS,2.0,93.0,15.0,texas,185096,30932.0,17.5,0.2,Hays County,2.0,0.0,4.0,In Range
TX,HEMPHILL,1.0,4.0,63.0,texas,4163,369.0,8.9,0.1,Hemphill County,1.0,-1.0,3.0,In Range
TX,HENDERSON,1.0,79.0,24.0,texas,79259,15699.0,20.2,0.2,Henderson County,1.0,-1.0,3.0,In Range
TX,HIDALGO,6.0,139.0,32.333333333333336,texas,831561,275840.0,33.5,0.3,Hidalgo County,7.0,5.0,9.0,In Range
TX,HILL,1.0,35.0,20.0,texas,34731,7413.0,21.8,0.2,Hill County,1.0,-1.0,3.0,In Range
TX,HOCKLEY,1.0,24.0,5.0,texas,23599,3280.0,14.4,0.1,Hockley County,1.0,-1.0,3.0,In Range
TX,HOOD,1.0,54.0,30.0,texas,53904,6562.0,12.4,0.1,Hood County,1.0,-1.0,3.0,In Range
TX,HOPKINS,1.0,36.0,26.0,texas,35857,7205.0,20.3,0.2,Hopkins County,1.0,-1.0,3.0,In Range
TX,HOUSTON,1.0,23.0,18.0,texas,22731,5176.0,25.9,0.2,Houston County,1.0,-1.0,3.0,In Range
TX,HOWARD,1.0,37.0,46.0,texas,36551,5320.0,17.5,0.1,Howard County,1.0,-1.0,3.0,In Range
TX,HUDSPETH,0.0,0.0,NA,texas,3211,834.0,26.7,0.3,Hudspeth County,1.0,-1.0,3.0,In Range
TX,HUNT,1.0,89.0,34.0,texas,88822,17603.0,20.5,0.2,Hunt County,1.0,-1.0,3.0,In Range
TX,HUTCHINSON,1.0,22.0,NA,texas,21815,2994.0,13.9,0.1,Hutchinson County,1.0,-1.0,3.0,In Range
TX,IRION,0.0,0.0,NA,texas,1568,135.0,8.6,0.1,Irion County,1.0,-1.0,3.0,In Range
TX,JACK,1.0,9.0,30.0,texas,8880,1151.0,14.9,0.1,Jack County,1.0,-1.0,3.0,In Range
TX,JACKSON,1.0,15.0,19.0,texas,14729,2121.0,14.7,0.1,Jackson County,1.0,-1.0,3.0,In Range
TX,JASPER,1.0,36.0,8.0,texas,35583,6117.0,17.7,0.2,Jasper County,1.0,-1.0,3.0,In Range
TX,JEFFDAVIS,0.0,0.0,NA,texas,2185,277.0,13.1,0.1,Jeff Davis County,1.0,-1.0,3.0,In Range
TX,JEFFERSON,3.0,84.0,36.666666666666664,texas,252439,50051.0,21.2,0.2,Jefferson County,3.0,1.0,5.0,In Range
TX,JIMHOGG,0.0,0.0,NA,texas,5245,1177.0,22.5,0.2,Jim Hogg County,1.0,-1.0,3.0,In Range
TX,JIMWELLS,1.0,41.0,26.0,texas,41378,8249.0,20.2,0.2,Jim Wells County,1.0,-1.0,3.0,In Range
TX,JOHNSON,3.0,52.0,26.0,texas,157213,20492.0,13.3,0.1,Johnson County,2.0,-0.0,4.0,In Range
TX,JONES,3.0,7.0,18.333333333333332,texas,19816,3430.0,23.4,0.2,Jones County,1.0,-1.0,3.0,In Range
TX,KARNES,1.0,15.0,NA,texas,14857,2735.0,22.3,0.2,Karnes County,1.0,-1.0,3.0,In Range
TX,KAUFMAN,1.0,111.0,40.0,texas,111295,15114.0,13.8,0.1,Kaufman County,2.0,-1.0,4.0,In Range
TX,KENDALL,0.0,0.0,NA,texas,38761,3188.0,8.3,0.1,Kendall County,1.0,-1.0,3.0,In Range
TX,KENEDY,0.0,0.0,NA,texas,412,71.0,17.9,0.2,Kenedy County,1.0,-1.0,3.0,In Range
TX,KENT,0.0,0.0,NA,texas,783,92.0,12.4,0.1,Kent County,1.0,-1.0,3.0,In Range
TX,KERR,1.0,51.0,17.0,texas,50512,8570.0,17.6,0.2,Kerr County,1.0,-1.0,3.0,In Range
TX,KIMBLE,1.0,4.0,14.0,texas,4435,814.0,18.5,0.2,Kimble County,1.0,-1.0,3.0,In Range
TX,KING,0.0,0.0,NA,texas,262,28.0,10.7,0.1,King County,1.0,-1.0,3.0,In Range
TX,KINNEY,0.0,0.0,NA,texas,3505,671.0,21.0,0.2,Kinney County,1.0,-1.0,3.0,In Range
TX,KLEBERG,1.0,32.0,25.0,texas,31999,6875.0,22.8,0.2,Kleberg County,1.0,-1.0,3.0,In Range
TX,KNOX,1.0,4.0,11.0,texas,3850,800.0,21.3,0.2,Knox County,1.0,-1.0,3.0,In Range
TX,LAMAR,1.0,49.0,17.0,texas,49457,9086.0,18.6,0.2,Lamar County,1.0,-1.0,3.0,In Range
TX,LAMB,1.0,14.0,15.0,texas,13585,3019.0,22.6,0.2,Lamb County,1.0,-1.0,3.0,In Range
TX,LAMPASAS,1.0,20.0,15.0,texas,20242,2858.0,14.4,0.1,Lampasas County,1.0,-1.0,3.0,In Range
TX,LASALLE,0.0,0.0,NA,texas,7473,1638.0,28.1,0.2,La Salle County,1.0,-1.0,3.0,In Range
TX,LAVACA,1.0,20.0,NA,texas,19692,2668.0,13.8,0.1,Lavaca County,1.0,-1.0,3.0,In Range
TX,LEE,0.0,0.0,NA,texas,16677,2113.0,13.0,0.1,Lee County,1.0,-1.0,3.0,In Range
TX,LEON,0.0,0.0,NA,texas,16791,2251.0,13.5,0.1,Leon County,1.0,-1.0,3.0,In Range
TX,LIBERTY,1.0,78.0,20.0,texas,78200,12663.0,17.4,0.2,Liberty County,1.0,-1.0,3.0,In Range
TX,LIMESTONE,2.0,12.0,NA,texas,23421,4298.0,19.6,0.2,Limestone County,1.0,-1.0,3.0,In Range
TX,LIPSCOMB,0.0,0.0,NA,texas,3565,371.0,10.6,0.1,Lipscomb County,1.0,-1.0,3.0,In Range
TX,LIVEOAK,0.0,0.0,NA,texas,12081,1697.0,15.5,0.1,Live Oak County,1.0,-1.0,3.0,In Range
