state,county,hospitals,coverage,avg_score,state_name,population,poverty,percent,poverty_percent,original_county,fit,lwr,upr,result
KS,JACKSON,1.0,13.0,NA,kansas,13464,1377.0,10.3,0.1,Jackson County,1.0,-1.0,3.0,In Range
KS,JEFFERSON,1.0,19.0,NA,kansas,18854,1745.0,9.4,0.1,Jefferson County,1.0,-1.0,3.0,In Range
KS,JEWELL,1.0,3.0,NA,kansas,3030,407.0,13.5,0.1,Jewell County,1.0,-1.0,3.0,In Range
KS,JOHNSON,10.0,57.0,NA,kansas,573964,37315.0,6.6,0.1,Johnson County,5.0,3.0,7.0,Over
KS,KEARNY,1.0,4.0,NA,kansas,3941,465.0,12.2,0.1,Kearny County,1.0,-1.0,3.0,In Range
KS,KINGMAN,1.0,8.0,6.0,kansas,7708,836.0,11.2,0.1,Kingman County,1.0,-1.0,3.0,In Range
KS,KIOWA,1.0,3.0,NA,kansas,2530,302.0,12.8,0.1,Kiowa County,1.0,-1.0,3.0,In Range
KS,LABETTE,2.0,10.0,NA,kansas,20876,3754.0,18.3,0.2,Labette County,1.0,-1.0,3.0,In Range
KS,LANE,1.0,2.0,NA,kansas,1687,183.0,10.9,0.1,Lane County,1.0,-1.0,3.0,In Range
KS,LEAVENWORTH,2.0,39.0,22.0,kansas,78784,7856.0,10.9,0.1,Leavenworth County,1.0,-1.0,3.0,In Range
KS,LINCOLN,1.0,3.0,NA,kansas,3153,395.0,12.7,0.1,Lincoln County,1.0,-1.0,3.0,In Range
KS,LINN,0.0,0.0,NA,kansas,9496,1388.0,14.8,0.1,Linn County,1.0,-1.0,3.0,In Range
KS,LOGAN,1.0,3.0,NA,kansas,2793,266.0,9.7,0.1,Logan County,1.0,-1.0,3.0,In Range
KS,LYON,1.0,33.0,20.0,kansas,33243,5721.0,18.0,0.2,Lyon County,1.0,-1.0,3.0,In Range
KS,MCPHERSON,3.0,10.0,NA,kansas,29161,2478.0,8.8,0.1,McPherson County,1.0,-1.0,3.0,In Range
KS,MARION,2.0,6.0,NA,kansas,12208,1360.0,11.9,0.1,Marion County,1.0,-1.0,3.0,In Range
KS,MARSHALL,1.0,10.0,22.0,kansas,9998,1094.0,11.1,0.1,Marshall County,1.0,-1.0,3.0,In Range
KS,MEADE,1.0,4.0,22.0,kansas,4367,494.0,11.7,0.1,Meade County,1.0,-1.0,3.0,In Range
KS,MIAMI,1.0,33.0,16.0,kansas,32740,3061.0,9.5,0.1,Miami County,1.0,-1.0,3.0,In Range
KS,MITCHELL,1.0,6.0,NA,kansas,6255,674.0,11.2,0.1,Mitchell County,1.0,-1.0,3.0,In Range
KS,MONTGOMERY,1.0,34.0,26.0,kansas,33977,5888.0,18.0,0.2,Montgomery County,1.0,-1.0,3.0,In Range
KS,MORRIS,1.0,6.0,NA,kansas,5678,703.0,12.5,0.1,Morris County,1.0,-1.0,3.0,In Range
KS,MORTON,1.0,3.0,26.0,kansas,3075,335.0,11.1,0.1,Morton County,1.0,-1.0,3.0,In Range
KS,NEMAHA,2.0,5.0,NA,kansas,10175,974.0,9.9,0.1,Nemaha County,1.0,-1.0,3.0,In Range
KS,NEOSHO,1.0,16.0,NA,kansas,16390,2804.0,17.7,0.2,Neosho County,1.0,-1.0,3.0,In Range
KS,NESS,2.0,2.0,NA,kansas,3083,301.0,10.0,0.1,Ness County,1.0,-1.0,3.0,In Range
KS,NORTON,1.0,6.0,23.0,kansas,5525,639.0,13.5,0.1,Norton County,1.0,-1.0,3.0,In Range
KS,OSAGE,0.0,0.0,NA,kansas,15955,2021.0,12.9,0.1,Osage County,1.0,-1.0,3.0,In Range
KS,OSBORNE,1.0,4.0,NA,kansas,3763,470.0,12.9,0.1,Osborne County,1.0,-1.0,3.0,In Range
KS,OTTAWA,1.0,6.0,37.0,kansas,6054,620.0,10.4,0.1,Ottawa County,1.0,-1.0,3.0,In Range
KS,PAWNEE,1.0,7.0,10.0,kansas,6884,817.0,13.9,0.1,Pawnee County,1.0,-1.0,3.0,In Range
KS,PHILLIPS,1.0,5.0,NA,kansas,5483,621.0,11.4,0.1,Phillips County,1.0,-1.0,3.0,In Range
KS,POTTAWATOMIE,2.0,11.0,12.5,kansas,22849,2262.0,10.0,0.1,Pottawatomie County,1.0,-1.0,3.0,In Range
KS,PRATT,1.0,10.0,9.0,kansas,9770,974.0,10.3,0.1,Pratt County,1.0,-1.0,3.0,In Range
KS,RAWLINS,1.0,3.0,NA,kansas,2555,299.0,11.8,0.1,Rawlins County,1.0,-1.0,3.0,In Range
KS,RENO,2.0,32.0,NA,kansas,63781,9577.0,15.8,0.2,Reno County,1.0,-1.0,3.0,In Range
KS,REPUBLIC,1.0,5.0,NA,kansas,4773,594.0,12.7,0.1,Republic County,1.0,-1.0,3.0,In Range
KS,RICE,1.0,10.0,NA,kansas,10008,1369.0,14.7,0.1,Rice County,1.0,-1.0,3.0,In Range
KS,RILEY,2.0,37.0,NA,kansas,74675,13379.0,20.2,0.2,Riley County,1.0,-1.0,3.0,In Range
KS,ROOKS,1.0,5.0,8.0,kansas,5171,608.0,12.0,0.1,Rooks County,1.0,-1.0,3.0,In Range
KS,RUSH,1.0,3.0,NA,kansas,3187,379.0,12.1,0.1,Rush County,1.0,-1.0,3.0,In Range
KS,RUSSELL,1.0,7.0,NA,kansas,7001,913.0,13.3,0.1,Russell County,1.0,-1.0,3.0,In Range
KS,SALINE,2.0,28.0,NA,kansas,55650,7044.0,13.0,0.1,Saline County,1.0,-1.0,3.0,In Range
KS,SCOTT,1.0,5.0,NA,kansas,4976,411.0,8.3,0.1,Scott County,1.0,-1.0,3.0,In Range
KS,SEDGWICK,6.0,85.0,NA,kansas,509294,73532.0,14.7,0.1,Sedgwick County,5.0,3.0,7.0,In Range
KS,SEWARD,1.0,23.0,28.0,kansas,23296,3617.0,15.7,0.2,Seward County,1.0,-1.0,3.0,In Range
KS,SHAWNEE,2.0,89.0,20.5,kansas,178537,26058.0,15.0,0.1,Shawnee County,2.0,-0.0,4.0,In Range
KS,SHERIDAN,1.0,3.0,NA,kansas,2541,273.0,10.9,0.1,Sheridan County,1.0,-1.0,3.0,In Range
KS,SHERMAN,1.0,6.0,NA,kansas,6063,968.0,16.2,0.2,Sherman County,1.0,-1.0,3.0,In Range
KS,SMITH,1.0,4.0,NA,kansas,3739,500.0,13.5,0.1,Smith County,1.0,-1.0,3.0,In Range
KS,STAFFORD,1.0,4.0,NA,kansas,4296,594.0,14.1,0.1,Stafford County,1.0,-1.0,3.0,In Range
KS,STANTON,1.0,2.0,NA,kansas,2127,236.0,11.5,0.1,Stanton County,1.0,-1.0,3.0,In Range
KS,STEVENS,1.0,6.0,NA,kansas,5845,554.0,9.7,0.1,Stevens County,1.0,-1.0,3.0,In Range
KS,SUMNER,2.0,12.0,NA,kansas,23498,3064.0,13.3,0.1,Sumner County,1.0,-1.0,3.0,In Range
KS,THOMAS,1.0,8.0,NA,kansas,7855,851.0,11.3,0.1,Thomas County,1.0,-1.0,3.0,In Range
KS,TREGO,1.0,3.0,NA,kansas,2916,279.0,9.9,0.1,Trego County,1.0,-1.0,3.0,In Range
KS,WABAUNSEE,0.0,0.0,NA,kansas,6988,666.0,9.6,0.1,Wabaunsee County,1.0,-1.0,3.0,In Range
KS,WALLACE,0.0,0.0,NA,kansas,1514,178.0,12.0,0.1,Wallace County,1.0,-1.0,3.0,In Range
KS,WASHINGTON,2.0,3.0,NA,kansas,5628,590.0,10.8,0.1,Washington County,1.0,-1.0,3.0,In Range
KS,WICHITA,1.0,2.0,NA,kansas,2174,246.0,11.5,0.1,Wichita County,1.0,-1.0,3.0,In Range
KS,WILSON,2.0,4.0,21.0,kansas,8988,1478.0,16.7,0.2,Wilson County,1.0,-1.0,3.0,In Range
KS,WOODSON,0.0,0.0,NA,kansas,3157,569.0,18.4,0.2,Woodson County,1.0,-1.0,3.0,In Range
KS,WYANDOTTE,2.0,81.0,31.0,kansas,162147,39074.0,24.4,0.2,Wyandotte County,2.0,-0.0,4.0,In Range
KY,ADAIR,1.0,19.0,12.0,kentucky,18967,4644.0,26.3,0.2,Adair County,1.0,-1.0,3.0,In Range
KY,ALLEN,1.0,20.0,NA,kentucky,20436,3816.0,19.0,0.2,Allen County,1.0,-1.0,3.0,In Range
KY,ANDERSON,0.0,0.0,NA,kentucky,21886,2450.0,11.3,0.1,Anderson County,1.0,-1.0,3.0,In Range
KY,BALLARD,0.0,0.0,NA,kentucky,8213,1359.0,16.8,0.2,Ballard County,1.0,-1.0,3.0,In Range
KY,BARREN,1.0,43.0,26.0,kentucky,43073,8247.0,19.5,0.2,Barren County,1.0,-1.0,3.0,In Range
KY,BATH,0.0,0.0,NA,kentucky,12164,2733.0,22.7,0.2,Bath County,1.0,-1.0,3.0,In Range
KY,BELL,2.0,14.0,28.0,kentucky,27713,8955.0,33.5,0.3,Bell County,1.0,-1.0,3.0,In Range
KY,BOONE,1.0,126.0,19.0,kentucky,126190,10009.0,8.0,0.1,Boone County,2.0,-0.0,4.0,In Range
KY,BOURBON,1.0,20.0,13.0,kentucky,20019,3774.0,19.2,0.2,Bourbon County,1.0,-1.0,3.0,In Range
KY,BOYD,2.0,24.0,24.0,kentucky,48709,10705.0,23.1,0.2,Boyd County,1.0,-1.0,3.0,In Range
KY,BOYLE,1.0,30.0,17.0,kentucky,29788,4627.0,17.5,0.2,Boyle County,1.0,-1.0,3.0,In Range
KY,BRACKEN,0.0,0.0,NA,kentucky,8388,1540.0,18.6,0.2,Bracken County,1.0,-1.0,3.0,In Range
KY,BREATHITT,1.0,13.0,18.0,kentucky,13433,4340.0,33.0,0.3,Breathitt County,1.0,-1.0,3.0,In Range
KY,BRECKINRIDGE,1.0,20.0,NA,kentucky,19899,3740.0,19.2,0.2,Breckinridge County,1.0,-1.0,3.0,In Range
KY,BULLITT,0.0,0.0,NA,kentucky,78041,9474.0,12.3,0.1,Bullitt County,1.0,-1.0,3.0,In Range
KY,BUTLER,0.0,0.0,NA,kentucky,12879,2596.0,20.6,0.2,Butler County,1.0,-1.0,3.0,In Range
KY,CALDWELL,1.0,13.0,32.0,kentucky,12744,2282.0,18.2,0.2,Caldwell County,1.0,-1.0,3.0,In Range
KY,CALLOWAY,1.0,38.0,22.0,kentucky,38221,7052.0,20.2,0.2,Calloway County,1.0,-1.0,3.0,In Range
KY,CAMPBELL,1.0,92.0,17.0,kentucky,91737,11724.0,13.2,0.1,Campbell County,1.0,-1.0,3.0,In Range
KY,CARLISLE,0.0,0.0,NA,kentucky,4974,833.0,17.0,0.2,Carlisle County,1.0,-1.0,3.0,In Range
KY,CARROLL,1.0,11.0,NA,kentucky,10751,2139.0,20.4,0.2,Carroll County,1.0,-1.0,3.0,In Range
KY,CARTER,0.0,0.0,NA,kentucky,27240,6322.0,23.9,0.2,Carter County,1.0,-1.0,3.0,In Range
KY,CASEY,1.0,16.0,28.0,kentucky,15844,4699.0,30.6,0.3,Casey County,1.0,-1.0,3.0,In Range
KY,CHRISTIAN,1.0,74.0,20.0,kentucky,73965,14868.0,21.6,0.2,Christian County,1.0,-1.0,3.0,In Range
KY,CLARK,1.0,36.0,19.0,kentucky,35710,5615.0,16.0,0.2,Clark County,1.0,-1.0,3.0,In Range
KY,CLAY,1.0,21.0,36.0,kentucky,21123,7267.0,38.2,0.3,Clay County,1.0,-1.0,3.0,In Range
KY,CLINTON,1.0,10.0,15.0,kentucky,10195,2565.0,25.7,0.3,Clinton County,1.0,-1.0,3.0,In Range
KY,CRITTENDEN,1.0,9.0,15.0,kentucky,9192,1823.0,20.3,0.2,Crittenden County,1.0,-1.0,3.0,In Range
KY,CUMBERLAND,1.0,7.0,18.0,kentucky,6748,1841.0,27.8,0.3,Cumberland County,1.0,-1.0,3.0,In Range
KY,DAVIESS,1.0,98.0,10.0,kentucky,98336,14370.0,15.0,0.1,Daviess County,1.0,-1.0,3.0,In Range
KY,EDMONSON,0.0,0.0,NA,kentucky,12031,2366.0,19.9,0.2,Edmonson County,1.0,-1.0,3.0,In Range
KY,ELLIOTT,0.0,0.0,NA,kentucky,7647,2133.0,32.4,0.3,Elliott County,1.0,-1.0,3.0,In Range
KY,ESTILL,1.0,14.0,NA,kentucky,14435,4254.0,29.8,0.3,Estill County,1.0,-1.0,3.0,In Range
KY,FAYETTE,5.0,62.0,NA,kentucky,311399,59007.0,19.8,0.2,Fayette County,3.0,1.0,5.0,In Range
KY,FLEMING,1.0,15.0,15.0,kentucky,14510,2795.0,19.3,0.2,Fleming County,1.0,-1.0,3.0,In Range
KY,FLOYD,3.0,13.0,NA,kentucky,38095,11702.0,31.1,0.3,Floyd County,1.0,-1.0,3.0,In Range
KY,FRANKLIN,1.0,50.0,7.0,kentucky,49992,6184.0,12.9,0.1,Franklin County,1.0,-1.0,3.0,In Range
KY,FULTON,0.0,0.0,NA,kentucky,6250,1812.0,31.2,0.3,Fulton County,1.0,-1.0,3.0,In Range
KY,GALLATIN,0.0,0.0,NA,kentucky,8606,1419.0,16.7,0.2,Gallatin County,1.0,-1.0,3.0,In Range
KY,GARRARD,0.0,0.0,NA,kentucky,16934,3004.0,18.0,0.2,Garrard County,1.0,-1.0,3.0,In Range
KY,GRANT,1.0,25.0,10.0,kentucky,24846,4103.0,16.9,0.2,Grant County,1.0,-1.0,3.0,In Range
KY,GRAVES,1.0,38.0,7.0,kentucky,37654,6550.0,17.7,0.2,Graves County,1.0,-1.0,3.0,In Range
KY,GRAYSON,1.0,26.0,22.0,kentucky,26144,5488.0,21.7,0.2,Grayson County,1.0,-1.0,3.0,In Range
KY,GREEN,1.0,11.0,53.0,kentucky,11047,2339.0,21.5,0.2,Green County,1.0,-1.0,3.0,In Range
KY,GREENUP,0.0,0.0,NA,kentucky,36299,5846.0,16.4,0.2,Greenup County,1.0,-1.0,3.0,In Range
KY,HANCOCK,0.0,0.0,NA,kentucky,8720,1193.0,13.8,0.1,Hancock County,1.0,-1.0,3.0,In Range
KY,HARDIN,1.0,108.0,37.0,kentucky,108463,14905.0,14.3,0.1,Hardin County,2.0,-1.0,4.0,In Range
KY,HARLAN,1.0,28.0,37.0,kentucky,28056,9436.0,34.2,0.3,Harlan County,1.0,-1.0,3.0,In Range
KY,HARRISON,1.0,19.0,20.0,kentucky,18643,3386.0,18.5,0.2,Harrison County,1.0,-1.0,3.0,In Range
KY,HART,1.0,19.0,40.0,kentucky,18533,4200.0,23.0,0.2,Hart County,1.0,-1.0,3.0,In Range
KY,HENDERSON,1.0,46.0,50.0,kentucky,46432,8227.0,18.1,0.2,Henderson County,1.0,-1.0,3.0,In Range
KY,HENRY,0.0,0.0,NA,kentucky,15573,2814.0,18.3,0.2,Henry County,1.0,-1.0,3.0,In Range
KY,HICKMAN,0.0,0.0,NA,kentucky,4707,828.0,18.4,0.2,Hickman County,1.0,-1.0,3.0,In Range
KY,HOPKINS,1.0,46.0,37.0,kentucky,46304,7594.0,16.9,0.2,Hopkins County,1.0,-1.0,3.0,In Range
KY,JACKSON,0.0,0.0,NA,kentucky,13324,3514.0,26.8,0.3,Jackson County,1.0,-1.0,3.0,In Range
KY,JEFFERSON,4.0,190.0,48.5,kentucky,760621,124850.0,16.8,0.2,Jefferson County,7.0,4.0,9.0,In Range
KY,JESSAMINE,0.0,0.0,NA,kentucky,50988,7190.0,14.7,0.1,Jessamine County,1.0,-1.0,3.0,In Range
KY,JOHNSON,1.0,23.0,15.0,kentucky,23239,5817.0,25.6,0.3,Johnson County,1.0,-1.0,3.0,In Range
KY,KENTON,1.0,164.0,16.0,kentucky,164045,24923.0,15.5,0.2,Kenton County,2.0,-0.0,4.0,In Range
KY,KNOTT,0.0,0.0,NA,kentucky,15913,5113.0,33.7,0.3,Knott County,1.0,-1.0,3.0,In Range
KY,KNOX,2.0,16.0,NA,kentucky,31727,10824.0,34.9,0.3,Knox County,1.0,-1.0,3.0,In Range
KY,LARUE,0.0,0.0,NA,kentucky,14172,2486.0,18.0,0.2,Larue County,1.0,-1.0,3.0,In Range
KY,LAUREL,1.0,60.0,37.0,kentucky,60036,14610.0,24.7,0.2,Laurel County,1.0,-1.0,3.0,In Range
KY,LAWRENCE,1.0,16.0,24.0,kentucky,15783,4041.0,25.9,0.3,Lawrence County,1.0,-1.0,3.0,In Range
KY,LEE,0.0,0.0,NA,kentucky,6777,2292.0,35.0,0.3,Lee County,1.0,-1.0,3.0,In Range
KY,LESLIE,1.0,11.0,NA,kentucky,10882,3514.0,33.0,0.3,Leslie County,1.0,-1.0,3.0,In Range
KY,LETCHER,1.0,23.0,17.0,kentucky,23365,6949.0,30.1,0.3,Letcher County,1.0,-1.0,3.0,In Range
KY,LEWIS,0.0,0.0,NA,kentucky,13835,4707.0,34.4,0.3,Lewis County,1.0,-1.0,3.0,In Range
KY,LINCOLN,1.0,24.0,12.0,kentucky,24484,6650.0,27.6,0.3,Lincoln County,1.0,-1.0,3.0,In Range
KY,LIVINGSTON,1.0,9.0,NA,kentucky,9355,1299.0,14.1,0.1,Livingston County,1.0,-1.0,3.0,In Range
KY,LOGAN,1.0,27.0,11.0,kentucky,26882,4486.0,16.9,0.2,Logan County,1.0,-1.0,3.0,In Range
KY,LYON,0.0,0.0,NA,kentucky,8392,1108.0,15.4,0.1,Lyon County,1.0,-1.0,3.0,In Range
KY,MCCRACKEN,3.0,22.0,NA,kentucky,65300,11214.0,17.5,0.2,McCracken County,1.0,-1.0,3.0,In Range
KY,MCCREARY,0.0,0.0,NA,kentucky,17886,7525.0,47.0,0.4,McCreary County,1.0,-1.0,3.0,In Range
KY,MCLEAN,0.0,0.0,NA,kentucky,9451,1580.0,16.9,0.2,McLean County,1.0,-1.0,3.0,In Range
KY,MADISON,2.0,43.0,NA,kentucky,86687,15947.0,19.7,0.2,Madison County,1.0,-1.0,3.0,In Range
KY,MAGOFFIN,0.0,0.0,NA,kentucky,12946,3850.0,30.2,0.3,Magoffin County,1.0,-1.0,3.0,In Range
KY,MARION,1.0,19.0,15.0,kentucky,19199,4065.0,21.8,0.2,Marion County,1.0,-1.0,3.0,In Range
KY,MARSHALL,1.0,31.0,29.0,kentucky,31047,3977.0,13.1,0.1,Marshall County,1.0,-1.0,3.0,In Range
KY,MARTIN,0.0,0.0,NA,kentucky,12524,4401.0,40.6,0.4,Martin County,1.0,-1.0,3.0,In Range
KY,MASON,1.0,17.0,14.0,kentucky,17120,3115.0,18.6,0.2,Mason County,1.0,-1.0,3.0,In Range
KY,MEADE,0.0,0.0,NA,kentucky,29260,3616.0,12.6,0.1,Meade County,1.0,-1.0,3.0,In Range
KY,MENIFEE,0.0,0.0,NA,kentucky,6304,1668.0,27.1,0.3,Menifee County,1.0,-1.0,3.0,In Range
KY,MERCER,1.0,21.0,NA,kentucky,21388,3720.0,17.6,0.2,Mercer County,1.0,-1.0,3.0,In Range
KY,METCALFE,0.0,0.0,NA,kentucky,9992,2484.0,25.2,0.2,Metcalfe County,1.0,-1.0,3.0,In Range
KY,MONROE,1.0,11.0,22.0,kentucky,10707,2748.0,26.2,0.3,Monroe County,1.0,-1.0,3.0,In Range
KY,MONTGOMERY,1.0,27.0,42.0,kentucky,27366,5620.0,20.8,0.2,Montgomery County,1.0,-1.0,3.0,In Range
KY,MORGAN,1.0,13.0,NA,kentucky,13326,3489.0,30.4,0.3,Morgan County,1.0,-1.0,3.0,In Range
KY,MUHLENBERG,1.0,31.0,30.0,kentucky,31243,6368.0,21.6,0.2,Muhlenberg County,1.0,-1.0,3.0,In Range
KY,NELSON,1.0,45.0,29.0,kentucky,44800,5618.0,12.7,0.1,Nelson County,1.0,-1.0,3.0,In Range
KY,NICHOLAS,0.0,0.0,NA,kentucky,7088,1342.0,19.4,0.2,Nicholas County,1.0,-1.0,3.0,In Range
KY,OHIO,1.0,24.0,NA,kentucky,24050,4633.0,19.7,0.2,Ohio County,1.0,-1.0,3.0,In Range
KY,OLDHAM,1.0,64.0,36.0,kentucky,64237,3211.0,5.5,0.0,Oldham County,1.0,-1.0,3.0,In Range
KY,OWEN,1.0,11.0,NA,kentucky,10633,1848.0,17.4,0.2,Owen County,1.0,-1.0,3.0,In Range
KY,OWSLEY,0.0,0.0,NA,kentucky,4511,1984.0,45.1,0.4,Owsley County,1.0,-1.0,3.0,In Range
KY,PENDLETON,0.0,0.0,NA,kentucky,14433,2229.0,15.6,0.2,Pendleton County,1.0,-1.0,3.0,In Range
KY,PERRY,1.0,28.0,18.0,kentucky,27626,7401.0,27.5,0.3,Perry County,1.0,-1.0,3.0,In Range
KY,PIKE,2.0,31.0,22.0,kentucky,62835,16796.0,27.4,0.3,Pike County,1.0,-1.0,3.0,In Range
KY,POWELL,0.0,0.0,NA,kentucky,12385,3247.0,26.7,0.3,Powell County,1.0,-1.0,3.0,In Range
KY,PULASKI,1.0,64.0,28.0,kentucky,63798,16338.0,26.0,0.3,Pulaski County,1.0,-1.0,3.0,In Range
KY,ROBERTSON,0.0,0.0,NA,kentucky,2188,492.0,23.0,0.2,Robertson County,1.0,-1.0,3.0,In Range
KY,ROCKCASTLE,1.0,17.0,17.0,kentucky,16835,3956.0,24.1,0.2,Rockcastle County,1.0,-1.0,3.0,In Range
KY,ROWAN,1.0,24.0,26.0,kentucky,23681,4953.0,23.4,0.2,Rowan County,1.0,-1.0,3.0,In Range
KY,RUSSELL,1.0,18.0,NA,kentucky,17769,4608.0,26.3,0.3,Russell County,1.0,-1.0,3.0,In Range
KY,SCOTT,1.0,51.0,20.0,kentucky,51327,5406.0,10.9,0.1,Scott County,1.0,-1.0,3.0,In Range
KY,SHELBY,1.0,45.0,50.0,kentucky,44929,5548.0,12.8,0.1,Shelby County,1.0,-1.0,3.0,In Range
KY,SIMPSON,1.0,18.0,NA,kentucky,17864,2610.0,15.0,0.1,Simpson County,1.0,-1.0,3.0,In Range
KY,SPENCER,0.0,0.0,NA,kentucky,17688,1545.0,8.8,0.1,Spencer County,1.0,-1.0,3.0,In Range
KY,TAYLOR,1.0,25.0,16.0,kentucky,25120,6333.0,26.7,0.3,Taylor County,1.0,-1.0,3.0,In Range
KY,TODD,0.0,0.0,NA,kentucky,12522,2368.0,19.3,0.2,Todd County,1.0,-1.0,3.0,In Range
KY,TRIGG,1.0,14.0,19.0,kentucky,14134,2218.0,15.8,0.2,Trigg County,1.0,-1.0,3.0,In Range
KY,TRIMBLE,0.0,0.0,NA,kentucky,8729,1408.0,16.2,0.2,Trimble County,1.0,-1.0,3.0,In Range
KY,UNION,1.0,15.0,33.0,kentucky,15154,2832.0,18.9,0.2,Union County,1.0,-1.0,3.0,In Range
KY,WARREN,2.0,60.0,26.5,kentucky,120601,20900.0,18.3,0.2,Warren County,2.0,-0.0,4.0,In Range
KY,WASHINGTON,0.0,0.0,NA,kentucky,11955,2284.0,19.7,0.2,Washington County,1.0,-1.0,3.0,In Range
KY,WAYNE,1.0,20.0,NA,kentucky,20486,5252.0,26.2,0.3,Wayne County,1.0,-1.0,3.0,In Range
KY,WEBSTER,0.0,0.0,NA,kentucky,13220,2220.0,17.3,0.2,Webster County,1.0,-1.0,3.0,In Range
KY,WHITLEY,0.0,0.0,NA,kentucky,35784,10097.0,29.8,0.3,Whitley County,1.0,-1.0,3.0,In Range
KY,WOLFE,0.0,0.0,NA,kentucky,7232,2558.0,36.2,0.4,Wolfe County,1.0,-1.0,3.0,In Range
KY,WOODFORD,1.0,26.0,NA,kentucky,25539,2812.0,11.2,0.1,Woodford County,1.0,-1.0,3.0,In Range
LA,ACADIA,2.0,31.0,NA,louisiana,62498,13527.0,22.0,0.2,Acadia Parish,1.0,-1.0,3.0,In Range
LA,ALLEN,2.0,13.0,14.0,louisiana,25691,4832.0,22.5,0.2,Allen Parish,1.0,-1.0,3.0,In Range
LA,ASCENSION,2.0,59.0,NA,louisiana,117364,15873.0,13.7,0.1,Ascension Parish,2.0,-0.0,4.0,In Range
LA,ASSUMPTION,1.0,23.0,NA,louisiana,23020,4067.0,17.8,0.2,Assumption Parish,1.0,-1.0,3.0,In Range
LA,AVOYELLES,2.0,21.0,NA,louisiana,41145,9639.0,25.5,0.2,Avoyelles Parish,1.0,-1.0,3.0,In Range
LA,BEAUREGARD,1.0,36.0,32.0,louisiana,36220,6559.0,18.9,0.2,Beauregard Parish,1.0,-1.0,3.0,In Range
LA,BIENVILLE,1.0,14.0,NA,louisiana,13769,3704.0,27.4,0.3,Bienville Parish,1.0,-1.0,3.0,In Range
LA,BOSSIER,1.0,125.0,38.0,louisiana,124769,17520.0,14.3,0.1,Bossier Parish,2.0,-0.0,4.0,In Range
LA,CADDO,6.0,42.0,NA,louisiana,252702,59514.0,24.1,0.2,Caddo Parish,3.0,1.0,5.0,Over
LA,CALCASIEU,5.0,39.0,NA,louisiana,196839,35591.0,18.4,0.2,Calcasieu Parish,2.0,0.0,4.0,Over
LA,CALDWELL,2.0,5.0,NA,louisiana,9922,2168.0,23.3,0.2,Caldwell Parish,1.0,-1.0,3.0,In Range
LA,CAMERON,1.0,7.0,3.0,louisiana,6705,809.0,12.2,0.1,Cameron Parish,1.0,-1.0,3.0,In Range
LA,CATAHOULA,0.0,0.0,NA,louisiana,10215,2158.0,23.3,0.2,Catahoula Parish,1.0,-1.0,3.0,In Range
LA,CLAIBORNE,1.0,16.0,25.0,louisiana,16399,3789.0,28.2,0.2,Claiborne Parish,1.0,-1.0,3.0,In Range
LA,CONCORDIA,1.0,20.0,NA,louisiana,20398,5855.0,30.9,0.3,Concordia Parish,1.0,-1.0,3.0,In Range
LA,DESOTO,1.0,27.0,15.0,louisiana,27011,6298.0,23.5,0.2,De Soto Parish,1.0,-1.0,3.0,In Range
LA,EASTBATONROUGE,7.0,64.0,NA,louisiana,446064,80273.0,18.4,0.2,East Baton Rouge Parish,4.0,2.0,6.0,Over
LA,EASTCARROLL,1.0,7.0,21.0,louisiana,7466,2751.0,43.0,0.4,East Carroll Parish,1.0,-1.0,3.0,In Range
LA,EASTFELICIANA,1.0,20.0,NA,louisiana,19818,3543.0,20.4,0.2,East Feliciana Parish,1.0,-1.0,3.0,In Range
LA,EVANGELINE,2.0,17.0,16.5,louisiana,33745,7757.0,24.1,0.2,Evangeline Parish,1.0,-1.0,3.0,In Range
LA,FRANKLIN,1.0,20.0,21.0,louisiana,20449,5718.0,29.0,0.3,Franklin Parish,1.0,-1.0,3.0,In Range
LA,GRANT,0.0,0.0,NA,louisiana,22382,4417.0,22.8,0.2,Grant Parish,1.0,-1.0,3.0,In Range
LA,IBERIA,2.0,37.0,23.5,louisiana,74048,14132.0,19.4,0.2,Iberia Parish,1.0,-1.0,3.0,In Range
LA,IBERVILLE,0.0,0.0,NA,louisiana,33079,5867.0,19.9,0.2,Iberville Parish,1.0,-1.0,3.0,In Range
LA,JACKSON,1.0,16.0,NA,louisiana,15980,3679.0,24.6,0.2,Jackson Parish,1.0,-1.0,3.0,In Range
LA,JEFFERSON,5.0,87.0,NA,louisiana,435536,68333.0,15.8,0.2,Jefferson Parish,4.0,2.0,6.0,In Range
LA,JEFFERSONDAVIS,1.0,31.0,21.0,louisiana,31439,6700.0,21.7,0.2,Jefferson Davis Parish,1.0,-1.0,3.0,In Range
LA,LAFAYETTE,8.0,30.0,NA,louisiana,236047,34809.0,15.1,0.1,Lafayette Parish,2.0,0.0,5.0,Over
LA,LAFOURCHE,3.0,33.0,NA,louisiana,97875,16903.0,17.6,0.2,Lafourche Parish,1.0,-1.0,3.0,In Range
LA,LASALLE,2.0,7.0,NA,louisiana,14871,2447.0,18.0,0.2,LaSalle Parish,1.0,-1.0,3.0,In Range
LA,LINCOLN,1.0,47.0,45.0,louisiana,47429,12699.0,29.7,0.3,Lincoln Parish,1.0,-1.0,3.0,In Range
LA,LIVINGSTON,0.0,0.0,NA,louisiana,135717,16499.0,12.3,0.1,Livingston Parish,2.0,-0.0,4.0,In Range
